Customer ID,Customer Name,Customer Type,School Level,Year,Year (datetime),Population,Install Date,Install Year,Decommission Date,Decommission Year,Coordinates,Source
25,Lukalu SS,School,Secondary,2021,2021-01-01,725,2018-10-15,2018,2026-01-01,2026,"0.2568425907255054, 32.27777787662353",Calculated
25,Lukalu SS,School,Secondary,2022,2022-01-01,503,2018-10-15,2018,2026-01-01,2026,"0.2568425907255054, 32.27777787662353",Calculated
25,Lukalu SS,School,Secondary,2023,2023-01-01,618,2018-10-15,2018,2026-01-01,2026,"0.2568425907255054, 32.27777787662353",Calculated
25,Lukalu SS,School,Secondary,2024,2024-01-01,706,2018-10-15,2018,2026-01-01,2026,"0.2568425907255054, 32.27777787662353",Calculated
25,Lukalu SS,School,Secondary,2025,2025-01-01,701,2018-10-15,2018,2026-01-01,2026,"0.2568425907255054, 32.27777787662353",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2019,2019-01-01,134,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2020,2020-01-01,93,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2021,2021-01-01,138,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2022,2022-01-01,134,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2023,2023-01-01,104,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2024,2024-01-01,121,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
26,New Hope Vocational Institute VS,School,Vocational,2025,2025-01-01,73,2019-01-16,2019,2026-01-01,2026,"0.6947444520079005, 30.610227337983165",Calculated
27,High Hope PS,School,Primary,2019,2019-01-01,206,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
27,High Hope PS,School,Primary,2020,2020-01-01,187,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
27,High Hope PS,School,Primary,2021,2021-01-01,0,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
27,High Hope PS,School,Primary,2022,2022-01-01,274,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
27,High Hope PS,School,Primary,2023,2023-01-01,280,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
27,High Hope PS,School,Primary,2024,2024-01-01,303,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
27,High Hope PS,School,Primary,2025,2025-01-01,310,2019-01-22,2019,2026-01-01,2026,"0.6476855367735794, 30.56996820426911",Calculated
28,Joy Christian PS,School,Primary,2019,2019-01-01,220,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Calculated
28,Joy Christian PS,School,Primary,2020,2020-01-01,211,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Calculated
28,Joy Christian PS,School,Primary,2021,2021-01-01,211,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Inferred
28,Joy Christian PS,School,Primary,2022,2022-01-01,211,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Inferred
28,Joy Christian PS,School,Primary,2023,2023-01-01,211,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Inferred
28,Joy Christian PS,School,Primary,2024,2024-01-01,211,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Inferred
28,Joy Christian PS,School,Primary,2025,2025-01-01,211,2019-01-28,2019,2026-01-01,2026,"0.612186368222477, 30.642939077484414",Inferred
29,Hope Again HC,Health Centre,Health Centre,2019,2019-01-01,20568,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
29,Hope Again HC,Health Centre,Health Centre,2020,2020-01-01,20671,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
29,Hope Again HC,Health Centre,Health Centre,2021,2021-01-01,20875,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
29,Hope Again HC,Health Centre,Health Centre,2022,2022-01-01,0,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
29,Hope Again HC,Health Centre,Health Centre,2023,2023-01-01,42685,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
29,Hope Again HC,Health Centre,Health Centre,2024,2024-01-01,43825,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
29,Hope Again HC,Health Centre,Health Centre,2025,2025-01-01,43300,2019-01-31,2019,2026-01-01,2026,"0.6419277456535877, 30.577645473565177",Calculated
30,Mpanga UMEA PS,School,Primary,2021,2021-01-01,0,2021-04-20,2021,2026-01-01,2026,"0.29291343557468547, 32.256133810738355",Calculated
30,Mpanga UMEA PS,School,Primary,2022,2022-01-01,225,2021-04-20,2021,2026-01-01,2026,"0.29291343557468547, 32.256133810738355",Calculated
30,Mpanga UMEA PS,School,Primary,2023,2023-01-01,281,2021-04-20,2021,2026-01-01,2026,"0.29291343557468547, 32.256133810738355",Calculated
30,Mpanga UMEA PS,School,Primary,2024,2024-01-01,286,2021-04-20,2021,2026-01-01,2026,"0.29291343557468547, 32.256133810738355",Calculated
30,Mpanga UMEA PS,School,Primary,2025,2025-01-01,273,2021-04-20,2021,2026-01-01,2026,"0.29291343557468547, 32.256133810738355",Calculated
31,St. Posiano Lwere PS,School,Primary,2021,2021-01-01,222,2021-12-11,2021,2026-01-01,2026,"0.28239605366176257, 32.271656082644",Calculated
31,St. Posiano Lwere PS,School,Primary,2022,2022-01-01,279,2021-12-11,2021,2026-01-01,2026,"0.28239605366176257, 32.271656082644",Calculated
31,St. Posiano Lwere PS,School,Primary,2023,2023-01-01,332,2021-12-11,2021,2026-01-01,2026,"0.28239605366176257, 32.271656082644",Calculated
31,St. Posiano Lwere PS,School,Primary,2024,2024-01-01,303,2021-12-11,2021,2026-01-01,2026,"0.28239605366176257, 32.271656082644",Calculated
31,St. Posiano Lwere PS,School,Primary,2025,2025-01-01,241,2021-12-11,2021,2026-01-01,2026,"0.28239605366176257, 32.271656082644",Calculated
32,Kakubo UMEA PS,School,Primary,2021,2021-01-01,0,2021-04-24,2021,2026-01-01,2026,"0.27866876712257194, 32.270061356730025",Calculated
32,Kakubo UMEA PS,School,Primary,2022,2022-01-01,288,2021-04-24,2021,2026-01-01,2026,"0.27866876712257194, 32.270061356730025",Calculated
32,Kakubo UMEA PS,School,Primary,2023,2023-01-01,350,2021-04-24,2021,2026-01-01,2026,"0.27866876712257194, 32.270061356730025",Calculated
32,Kakubo UMEA PS,School,Primary,2024,2024-01-01,364,2021-04-24,2021,2026-01-01,2026,"0.27866876712257194, 32.270061356730025",Calculated
32,Kakubo UMEA PS,School,Primary,2025,2025-01-01,232,2021-04-24,2021,2026-01-01,2026,"0.27866876712257194, 32.270061356730025",Calculated
33,St. Kizito Bulugu PS,School,Primary,2021,2021-01-01,40,2021-05-17,2021,2026-01-01,2026,"0.27196, 32.22813",Calculated
33,St. Kizito Bulugu PS,School,Primary,2022,2022-01-01,216,2021-05-17,2021,2026-01-01,2026,"0.27196, 32.22813",Calculated
33,St. Kizito Bulugu PS,School,Primary,2023,2023-01-01,244,2021-05-17,2021,2026-01-01,2026,"0.27196, 32.22813",Calculated
33,St. Kizito Bulugu PS,School,Primary,2024,2024-01-01,244,2021-05-17,2021,2026-01-01,2026,"0.27196, 32.22813",Inferred
33,St. Kizito Bulugu PS,School,Primary,2025,2025-01-01,244,2021-05-17,2021,2026-01-01,2026,"0.27196, 32.22813",Inferred
40,Kawami C/U PS,School,Primary,2021,2021-01-01,357,2021-05-08,2021,2026-01-01,2026,"0.21131643187858895, 32.20998903344768",Inferred
40,Kawami C/U PS,School,Primary,2022,2022-01-01,357,2021-05-08,2021,2026-01-01,2026,"0.21131643187858895, 32.20998903344768",Inferred
40,Kawami C/U PS,School,Primary,2023,2023-01-01,357,2021-05-08,2021,2026-01-01,2026,"0.21131643187858895, 32.20998903344768",Inferred
40,Kawami C/U PS,School,Primary,2024,2024-01-01,357,2021-05-08,2021,2026-01-01,2026,"0.21131643187858895, 32.20998903344768",Inferred
40,Kawami C/U PS,School,Primary,2025,2025-01-01,357,2021-05-08,2021,2026-01-01,2026,"0.21131643187858895, 32.20998903344768",Inferred
41,Kawami C/S PS,School,Primary,2021,2021-01-01,97,2021-05-04,2021,2026-01-01,2026,"0.21702231068504635, 32.20161073195926",Calculated
41,Kawami C/S PS,School,Primary,2022,2022-01-01,235,2021-05-04,2021,2026-01-01,2026,"0.21702231068504635, 32.20161073195926",Calculated
41,Kawami C/S PS,School,Primary,2023,2023-01-01,192,2021-05-04,2021,2026-01-01,2026,"0.21702231068504635, 32.20161073195926",Calculated
41,Kawami C/S PS,School,Primary,2024,2024-01-01,138,2021-05-04,2021,2026-01-01,2026,"0.21702231068504635, 32.20161073195926",Calculated
41,Kawami C/S PS,School,Primary,2025,2025-01-01,206,2021-05-04,2021,2026-01-01,2026,"0.21702231068504635, 32.20161073195926",Calculated
45,St. Joseph Kikkunyu PS,School,Primary,2021,2021-01-01,174,2021-04-29,2021,2026-01-01,2026,"0.29084072056539617, 32.20643998095017",Inferred
45,St. Joseph Kikkunyu PS,School,Primary,2022,2022-01-01,217,2021-04-29,2021,2026-01-01,2026,"0.29084072056539617, 32.20643998095017",Calculated
45,St. Joseph Kikkunyu PS,School,Primary,2023,2023-01-01,215,2021-04-29,2021,2026-01-01,2026,"0.29084072056539617, 32.20643998095017",Calculated
45,St. Joseph Kikkunyu PS,School,Primary,2024,2024-01-01,122,2021-04-29,2021,2026-01-01,2026,"0.29084072056539617, 32.20643998095017",Calculated
45,St. Joseph Kikkunyu PS,School,Primary,2025,2025-01-01,115,2021-04-29,2021,2026-01-01,2026,"0.29084072056539617, 32.20643998095017",Calculated
48,Buyenga Q/S PS,School,Primary,2021,2021-01-01,0,2021-05-12,2021,2026-01-01,2026,"0.2426636393601461, 32.21167347705285",Calculated
48,Buyenga Q/S PS,School,Primary,2022,2022-01-01,142,2021-05-12,2021,2026-01-01,2026,"0.2426636393601461, 32.21167347705285",Calculated
48,Buyenga Q/S PS,School,Primary,2023,2023-01-01,137,2021-05-12,2021,2026-01-01,2026,"0.2426636393601461, 32.21167347705285",Calculated
48,Buyenga Q/S PS,School,Primary,2024,2024-01-01,87,2021-05-12,2021,2026-01-01,2026,"0.2426636393601461, 32.21167347705285",Calculated
48,Buyenga Q/S PS,School,Primary,2025,2025-01-01,69,2021-05-12,2021,2026-01-01,2026,"0.2426636393601461, 32.21167347705285",Calculated
52,Kibibi SS,School,Secondary,2021,2021-01-01,927,2021-12-11,2021,2026-01-01,2026,"0.23088669588942642, 32.18135739785007",Inferred
52,Kibibi SS,School,Secondary,2022,2022-01-01,927,2021-12-11,2021,2026-01-01,2026,"0.23088669588942642, 32.18135739785007",Inferred
52,Kibibi SS,School,Secondary,2023,2023-01-01,927,2021-12-11,2021,2026-01-01,2026,"0.23088669588942642, 32.18135739785007",Inferred
52,Kibibi SS,School,Secondary,2024,2024-01-01,927,2021-12-11,2021,2026-01-01,2026,"0.23088669588942642, 32.18135739785007",Inferred
52,Kibibi SS,School,Secondary,2025,2025-01-01,927,2021-12-11,2021,2026-01-01,2026,"0.23088669588942642, 32.18135739785007",Inferred
55,Simba Islamic PS,School,Primary,2021,2021-01-01,722,2021-12-04,2021,2026-01-01,2026,"0.24338529610769266, 32.16047135543981",Inferred
55,Simba Islamic PS,School,Primary,2022,2022-01-01,722,2021-12-04,2021,2026-01-01,2026,"0.24338529610769266, 32.16047135543981",Inferred
55,Simba Islamic PS,School,Primary,2023,2023-01-01,722,2021-12-04,2021,2026-01-01,2026,"0.24338529610769266, 32.16047135543981",Inferred
55,Simba Islamic PS,School,Primary,2024,2024-01-01,485,2021-12-04,2021,2026-01-01,2026,"0.24338529610769266, 32.16047135543981",Calculated
55,Simba Islamic PS,School,Primary,2025,2025-01-01,471,2021-12-04,2021,2026-01-01,2026,"0.24338529610769266, 32.16047135543981",Calculated
62,Kayenje C/S PS,School,Primary,2021,2021-01-01,613,2021-11-20,2021,2026-01-01,2026,"0.18126463548449379, 32.094237314499466",Inferred
62,Kayenje C/S PS,School,Primary,2022,2022-01-01,758,2021-11-20,2021,2026-01-01,2026,"0.18126463548449379, 32.094237314499466",Calculated
62,Kayenje C/S PS,School,Primary,2023,2023-01-01,662,2021-11-20,2021,2026-01-01,2026,"0.18126463548449379, 32.094237314499466",Calculated
62,Kayenje C/S PS,School,Primary,2024,2024-01-01,618,2021-11-20,2021,2026-01-01,2026,"0.18126463548449379, 32.094237314499466",Calculated
62,Kayenje C/S PS,School,Primary,2025,2025-01-01,507,2021-11-20,2021,2026-01-01,2026,"0.18126463548449379, 32.094237314499466",Calculated
64,Kayenje C/U PS,School,Primary,2021,2021-01-01,818,2021-11-13,2021,2026-01-01,2026,"0.1847286065167981, 32.099080338263235",Calculated
64,Kayenje C/U PS,School,Primary,2022,2022-01-01,695,2021-11-13,2021,2026-01-01,2026,"0.1847286065167981, 32.099080338263235",Calculated
64,Kayenje C/U PS,School,Primary,2023,2023-01-01,606,2021-11-13,2021,2026-01-01,2026,"0.1847286065167981, 32.099080338263235",Calculated
64,Kayenje C/U PS,School,Primary,2024,2024-01-01,592,2021-11-13,2021,2026-01-01,2026,"0.1847286065167981, 32.099080338263235",Calculated
64,Kayenje C/U PS,School,Primary,2025,2025-01-01,577,2021-11-13,2021,2026-01-01,2026,"0.1847286065167981, 32.099080338263235",Calculated
67,Budde SS,School,Secondary,2021,2021-01-01,896,2021-11-20,2021,2026-01-01,2026,"0.13061169040075618, 32.18117026633471",Inferred
67,Budde SS,School,Secondary,2022,2022-01-01,896,2021-11-20,2021,2026-01-01,2026,"0.13061169040075618, 32.18117026633471",Inferred
67,Budde SS,School,Secondary,2023,2023-01-01,896,2021-11-20,2021,2026-01-01,2026,"0.13061169040075618, 32.18117026633471",Inferred
67,Budde SS,School,Secondary,2024,2024-01-01,896,2021-11-20,2021,2026-01-01,2026,"0.13061169040075618, 32.18117026633471",Inferred
67,Budde SS,School,Secondary,2025,2025-01-01,1382,2021-11-20,2021,2026-01-01,2026,"0.13061169040075618, 32.18117026633471",Calculated
68,Kibugga C/S PS,School,Primary,2021,2021-01-01,481,2021-11-27,2021,2026-01-01,2026,"0.11172639963379372, 31.999061241658268",Calculated
68,Kibugga C/S PS,School,Primary,2022,2022-01-01,541,2021-11-27,2021,2026-01-01,2026,"0.11172639963379372, 31.999061241658268",Calculated
68,Kibugga C/S PS,School,Primary,2023,2023-01-01,605,2021-11-27,2021,2026-01-01,2026,"0.11172639963379372, 31.999061241658268",Calculated
68,Kibugga C/S PS,School,Primary,2024,2024-01-01,609,2021-11-27,2021,2026-01-01,2026,"0.11172639963379372, 31.999061241658268",Calculated
68,Kibugga C/S PS,School,Primary,2025,2025-01-01,655,2021-11-27,2021,2026-01-01,2026,"0.11172639963379372, 31.999061241658268",Calculated
84,Butawuka Magezi Ntake SS,School,Secondary,2021,2021-01-01,1397,2021-11-27,2021,2026-01-01,2026,"0.11344504112973917, 32.00904403300039",Inferred
84,Butawuka Magezi Ntake SS,School,Secondary,2022,2022-01-01,1397,2021-11-27,2021,2026-01-01,2026,"0.11344504112973917, 32.00904403300039",Inferred
84,Butawuka Magezi Ntake SS,School,Secondary,2023,2023-01-01,1397,2021-11-27,2021,2026-01-01,2026,"0.11344504112973917, 32.00904403300039",Inferred
84,Butawuka Magezi Ntake SS,School,Secondary,2024,2024-01-01,1397,2021-11-27,2021,2026-01-01,2026,"0.11344504112973917, 32.00904403300039",Inferred
84,Butawuka Magezi Ntake SS,School,Secondary,2025,2025-01-01,1397,2021-11-27,2021,2026-01-01,2026,"0.11344504112973917, 32.00904403300039",Inferred
85,Cardinal Wamala SS,School,Secondary,2021,2021-01-01,564,2021-12-04,2021,2026-01-01,2026,"0.11923614258981283, 31.994115015108996",Inferred
85,Cardinal Wamala SS,School,Secondary,2022,2022-01-01,564,2021-12-04,2021,2026-01-01,2026,"0.11923614258981283, 31.994115015108996",Inferred
85,Cardinal Wamala SS,School,Secondary,2023,2023-01-01,564,2021-12-04,2021,2026-01-01,2026,"0.11923614258981283, 31.994115015108996",Inferred
85,Cardinal Wamala SS,School,Secondary,2024,2024-01-01,407,2021-12-04,2021,2026-01-01,2026,"0.11923614258981283, 31.994115015108996",Calculated
85,Cardinal Wamala SS,School,Secondary,2025,2025-01-01,518,2021-12-04,2021,2026-01-01,2026,"0.11923614258981283, 31.994115015108996",Calculated
90,Kitagobwa SS,School,Secondary,2021,2021-01-01,769,2021-12-04,2021,2026-01-01,2026,"0.10297309196381126, 31.927566751566033",Inferred
90,Kitagobwa SS,School,Secondary,2022,2022-01-01,769,2021-12-04,2021,2026-01-01,2026,"0.10297309196381126, 31.927566751566033",Inferred
90,Kitagobwa SS,School,Secondary,2023,2023-01-01,769,2021-12-04,2021,2026-01-01,2026,"0.10297309196381126, 31.927566751566033",Inferred
90,Kitagobwa SS,School,Secondary,2024,2024-01-01,741,2021-12-04,2021,2026-01-01,2026,"0.10297309196381126, 31.927566751566033",Calculated
90,Kitagobwa SS,School,Secondary,2025,2025-01-01,713,2021-12-04,2021,2026-01-01,2026,"0.10297309196381126, 31.927566751566033",Calculated
98,Bulo C/S PS,School,Primary,2021,2021-01-01,258,2021-11-27,2021,2026-01-01,2026,"0.11554, 31.99610",Calculated
98,Bulo C/S PS,School,Primary,2022,2022-01-01,603,2021-11-27,2021,2026-01-01,2026,"0.11554, 31.99610",Calculated
98,Bulo C/S PS,School,Primary,2023,2023-01-01,719,2021-11-27,2021,2026-01-01,2026,"0.11554, 31.99610",Calculated
98,Bulo C/S PS,School,Primary,2024,2024-01-01,709,2021-11-27,2021,2026-01-01,2026,"0.11554, 31.99610",Calculated
98,Bulo C/S PS,School,Primary,2025,2025-01-01,616,2021-11-27,2021,2026-01-01,2026,"0.11554, 31.99610",Calculated
99,Bwetyaba UMEA PS,School,Primary,2021,2021-01-01,0,2021-11-20,2021,2026-01-01,2026,"0.07669294389334638, 31.938332965612627",Calculated
99,Bwetyaba UMEA PS,School,Primary,2022,2022-01-01,419,2021-11-20,2021,2026-01-01,2026,"0.07669294389334638, 31.938332965612627",Calculated
99,Bwetyaba UMEA PS,School,Primary,2023,2023-01-01,333,2021-11-20,2021,2026-01-01,2026,"0.07669294389334638, 31.938332965612627",Calculated
99,Bwetyaba UMEA PS,School,Primary,2024,2024-01-01,395,2021-11-20,2021,2026-01-01,2026,"0.07669294389334638, 31.938332965612627",Calculated
99,Bwetyaba UMEA PS,School,Primary,2025,2025-01-01,628,2021-11-20,2021,2026-01-01,2026,"0.07669294389334638, 31.938332965612627",Calculated
103,Bulo HC III,Health Centre,Health Centre,2021,2021-01-01,20566,2021-12-11,2021,2026-01-01,2026,"0.1132195356143764, 31.998843355928518",Inferred
103,Bulo HC III,Health Centre,Health Centre,2022,2022-01-01,20566,2021-12-11,2021,2026-01-01,2026,"0.1132195356143764, 31.998843355928518",Inferred
103,Bulo HC III,Health Centre,Health Centre,2023,2023-01-01,20566,2021-12-11,2021,2026-01-01,2026,"0.1132195356143764, 31.998843355928518",Inferred
103,Bulo HC III,Health Centre,Health Centre,2024,2024-01-01,20566,2021-12-11,2021,2026-01-01,2026,"0.1132195356143764, 31.998843355928518",Inferred
103,Bulo HC III,Health Centre,Health Centre,2025,2025-01-01,20566,2021-12-11,2021,2026-01-01,2026,"0.1132195356143764, 31.998843355928518",Inferred
104,Ngando HC III,Health Centre,Health Centre,2021,2021-01-01,21950,2021-11-13,2021,2026-01-01,2026,"0.07585647329221862, 31.925437936171036",Inferred
104,Ngando HC III,Health Centre,Health Centre,2022,2022-01-01,21950,2021-11-13,2021,2026-01-01,2026,"0.07585647329221862, 31.925437936171036",Inferred
104,Ngando HC III,Health Centre,Health Centre,2023,2023-01-01,21950,2021-11-13,2021,2026-01-01,2026,"0.07585647329221862, 31.925437936171036",Inferred
104,Ngando HC III,Health Centre,Health Centre,2024,2024-01-01,21950,2021-11-13,2021,2026-01-01,2026,"0.07585647329221862, 31.925437936171036",Inferred
104,Ngando HC III,Health Centre,Health Centre,2025,2025-01-01,21950,2021-11-13,2021,2026-01-01,2026,"0.07585647329221862, 31.925437936171036",Inferred
105,Kyabadaza HC III,Health Centre,Health Centre,2021,2021-01-01,15104,2021-11-13,2021,2026-01-01,2026,"0.1209112570014584, 32.18190175541943",Calculated
105,Kyabadaza HC III,Health Centre,Health Centre,2022,2022-01-01,15104,2021-11-13,2021,2026-01-01,2026,"0.1209112570014584, 32.18190175541943",Inferred
105,Kyabadaza HC III,Health Centre,Health Centre,2023,2023-01-01,15104,2021-11-13,2021,2026-01-01,2026,"0.1209112570014584, 32.18190175541943",Inferred
105,Kyabadaza HC III,Health Centre,Health Centre,2024,2024-01-01,15104,2021-11-13,2021,2026-01-01,2026,"0.1209112570014584, 32.18190175541943",Inferred
105,Kyabadaza HC III,Health Centre,Health Centre,2025,2025-01-01,15104,2021-11-13,2021,2026-01-01,2026,"0.1209112570014584, 32.18190175541943",Inferred
150,Mpenja SS,School,Secondary,2025,2025-01-01,0,2025-07-09,2025,2026-01-01,2026,"0.22446801701869717, 32.052420229275",Calculated
153,Kyayi Seed SS,School,Secondary,2025,2025-01-01,450,2025-07-16,2025,2026-01-01,2026,"0.21451, 31.39893",Calculated
162,Bukandula Mixed SS,School,Secondary,2025,2025-01-01,815,2025-06-25,2025,2026-01-01,2026,"0.16821046769081874, 31.83270331495879",Calculated
186,Kasaka SSS,School,Secondary,2025,2025-01-01,1128,2025-02-19,2025,2026-01-01,2026,,Calculated
187,St. Leonard's SS,School,Secondary,2025,2025-01-01,738,2025-10-20,2025,2026-01-01,2026,"0.209640781035405, 31.67042415679149",Calculated
189,Kisozi Seed SS,School,Secondary,2025,2025-01-01,1014,2025-10-27,2025,2026-01-01,2026,"0.07147331414145795, 31.598613791264945",Calculated
200,Mustard Seed Academy PS/SS/N,School,Primary/Secondary/Nursery,2024,2024-01-01,0,2024-08-05,2024,2026-01-01,2026,"-0.16061744615813445, 31.880425277524857",Calculated
200,Mustard Seed Academy PS/SS/N,School,Primary/Secondary/Nursery,2025,2025-01-01,0,2024-08-05,2024,2026-01-01,2026,"-0.16061744615813445, 31.880425277524857",Calculated
204,Gomba Parents PS,School,Primary,2025,2025-01-01,772,2025-06-12,2025,2026-01-01,2026,"0.16366181335579397, 31.910778997005387",Calculated
210,Aidah And Topher PS,School,Primary,2025,2025-01-01,577,2025-06-18,2025,2026-01-01,2026,"0.17428544942086127, 31.91015049417841",Calculated
211,Kanoni Modern C/S PS/N,School,Primary/Nursery,2025,2025-01-01,0,2025-06-05,2025,2026-01-01,2026,"0.1747284454969942, 31.906933266458957",Calculated
214,St. Joseph's VS/SS,School,Vocational/Secondary,2025,2025-01-01,362,2025-07-02,2025,2026-01-01,2026,"0.21489234232271084, 32.04185780572558",Calculated
216,Hillside PS,School,Primary,2025,2025-01-01,176,2025-11-04,2025,2026-01-01,2026,"0.22297357807829282, 31.673943329130143",Calculated
