Customer ID,Customer Name,Customer Type,Loc ID,,Loc ID,District,Coordinates,,,Latitude ,Longitude,,Customer ID,System ID,System Name,Design Type,Status,Install Date,,Customer ID,System ID,System Name,Design Type,Status,Install Date,,Customer ID,Year,Population,Source,Latest Population (per Customer ID),Total Population (Latest Year Only) ,Latest year for this row’s customer,Is this row the latest year for that customer?,Population (Latest Year Only),Total Population (Latest Year Only),,"Total Population (Latest Year Only) AI Version I can't understand, here for sanity check"
84,Butawuka Magezi Ntake SS,School,84,,84,Butambala,"0.11344504112973917, 32.00904403300039",,,0.1134450411,32.00904403,,186,83,Kasaka SSS #1,Lighting Only,Installed,2/19/2025,,186,83,Kasaka SSS #1,Lighting Only,Installed,2/19/2025,,11,2021,633.00,Inferred,633,,2023,FALSE,,,,
85,Cardinal Wamala SS,School,85,,85,Butambala,"0.11923614258981283, 31.994115015108996",,,0.1192361426,31.99411502,,213,84,All We Are #1,Lighting Only,Installed,3/14/2025,,213,84,All We Are #1,Lighting Only,Installed,3/14/2025,,11,2022,633.00,Inferred,633,,2023,FALSE,,,,
86,Kiwaala UMEA PS,School,86,,86,,"0.0727812563196929, 31.866842462471762",,,0.07278125632,31.86684246,,213,85,All We Are #2,Lighting Only,Installed,3/14/2025,,213,85,All We Are #2,Lighting Only,Installed,3/14/2025,,11,2023,633.00,Inferred,633,,2023,TRUE,633.00,,,
87,Nakatooke UMEA PS,School,87,,87,,"0.11345498833282545, 32.044857800787376",,,0.1134549883,32.0448578,,200,86,Mustard Seed Academy SS #2,Lighting Only,Installed,5/16/2025,,200,86,Mustard Seed Academy SS #2,Lighting Only,Installed,5/16/2025,,12,2017,315.00,Calculated,349,,2026,FALSE,,,,
88,Nawango C/U PS,School,88,,88,Butambala,"0.11021457110359154, 32.02463142670702",,,0.1102145711,32.02463143,,211,87,Kanoni Modern C/S P/N #1,Lighting Only,Installed,6/5/2025,,211,87,Kanoni Modern C/S P/N #1,Lighting Only,Installed,6/5/2025,,12,2018,340.00,Calculated,349,,2026,FALSE,,,,
89,Bulo Parents SS,School,89,,89,,"0.11864076587868344, 31.999104860629497",,,0.1186407659,31.99910486,,204,88,Gomba Parents PS #1,Lighting Only,Installed,6/12/2025,,204,88,Gomba Parents PS #1,Lighting Only,Installed,6/12/2025,,12,2019,298.00,Calculated,349,,2026,FALSE,,,,
90,Kitagobwa SS,School,90,,90,Butambala,"0.10297309196381126, 31.927566751566033",,,0.102973092,31.92756675,,210,89,Aidah And Topher PS #1,Lighting Only,Installed,6/18/2025,,210,89,Aidah And Topher PS #1,Lighting Only,Installed,6/18/2025,,12,2020,349.00,Calculated,349,,2026,FALSE,,,,
91,Butawuka UMEA PS,School,91,,91,Butambala,"0.11258696972303399, 32.01010560832316",,,0.1125869697,32.01010561,,162,90,Bukandula Mixed SS #1,Lighting Only,Installed,6/25/2025,,162,90,Bukandula Mixed SS #1,Lighting Only,Installed,6/25/2025,,12,2021,349.00,Inferred,349,,2026,FALSE,,,,
92,Bule UMEA PS,School,92,,92,,"0.10863638964567704, 31.974737970104545",,,0.1086363896,31.97473797,,214,91,St. Joseph's VS/SS #1,Lighting Only,Installed,7/2/2025,,214,91,St. Joseph's VS/SS #1,Lighting Only,Installed,7/2/2025,,12,2022,349.00,Inferred,349,,2026,FALSE,,,,
93,Nkokooma C/S PS,School,93,,93,,"0.10600783404685961, 31.9507158207815",,,0.106007834,31.95071582,,214,92,St. Joseph's VS/SS #2,Lighting Only,Installed,7/2/2025,,214,92,St. Joseph's VS/SS #2,Lighting Only,Installed,7/2/2025,,12,2023,349.00,Inferred,349,,2026,FALSE,,,,
94,Kitagobwa C/S PS,School,94,,94,,"0.0952272279750871, 31.93326964035776",,,0.09522722798,31.93326964,,150,93,Mpenja SS #1,Lighting Only,Installed,7/9/2025,,150,93,Mpenja SS #1,Lighting Only,Installed,7/9/2025,,12,2024,349.00,Inferred,349,,2026,FALSE,,,,
95,Bugobango C/U PS,School,95,,95,,,,,#VALUE!,#VALUE!,,153,94,Kyayi Seed SS #1,Lighting Only,Installed,7/16/2025,,153,94,Kyayi Seed SS #1,Lighting Only,Installed,7/16/2025,,12,2025,349.00,Inferred,349,,2026,FALSE,,,,
96,Kitagobwa UMEA PS,School,96,,96,,"0.10243940200921828, 31.927577161401743",,,0.102439402,31.92757716,,187,95,St. Leonard's SS #1,Lighting/USB Charging,Installed,10/20/2025,,187,95,St. Leonard's SS #1,Lighting/USB Charging,Installed,10/20/2025,,12,2026,349.00,Inferred,349,,2026,TRUE,349.00,,,
97,Bulo Quran PS,School,97,,97,Butambala,"0.11577, 31.99839",,,0.11577,31.99839,,189,96,Kisozi Seed SS #1,Lighting/USB Charging,Installed,10/27/2025,,189,96,Kisozi Seed SS #1,Lighting/USB Charging,Installed,10/27/2025,,14,2017,180.00,Calculated,301,,2023,FALSE,,,,
98,Bulo C/S PS,School,98,,98,Butambala,"0.11554, 31.99610",,,0.11554,31.9961,,215,97,St. Maria Goretti PS #1,Lighting Only,Installed,11/8/2025,,215,97,St. Maria Goretti PS #1,Lighting Only,Installed,11/8/2025,,14,2018,214.00,Calculated,301,,2023,FALSE,,,,
99,Bwetyaba UMEA PS,School,99,,99,Butambala,"0.07669294389334638, 31.938332965612627",,,0.07669294389,31.93833297,,215,98,St. Maria Goretti PS #2,Loads,Installed,11/8/2025,,215,98,St. Maria Goretti PS #2,Loads,Installed,11/8/2025,,14,2019,225.00,Calculated,301,,2023,FALSE,,,,
100,Waduduma PS,School,100,,100,,,,,#VALUE!,#VALUE!,,216,99,Hillside PS #1,Lighting Only,Installed,11/4/2025,,216,99,Hillside PS #1,Lighting Only,Installed,11/4/2025,,14,2020,301.00,Calculated,301,,2023,FALSE,,,,
101,Butende UMEA PS,School,101,,101,,,,,#VALUE!,#VALUE!,,217,100,Vision Park Junior PS #1,Lighting/USB Charging,Installed,1/2/2026,,217,100,Vision Park Junior PS #1,Lighting/USB Charging,Installed,1/2/2026,,14,2021,301.00,Inferred,301,,2023,FALSE,,,,
102,Bulo HC II,Health Centre,102,,102,,,,,#VALUE!,#VALUE!,,200,101,Mustard Seed Academy PS Dormitory #3,Lighting/USB Charging,Installed,1/2/2026,,200,101,Mustard Seed Academy PS Dormitory #3,Lighting/USB Charging,Installed,1/2/2026,,14,2022,301.00,Inferred,301,,2023,FALSE,,,,
103,Bulo HC III,Health Centre,103,,103,Butambala,"0.1132195356143764, 31.998843355928518",,,0.1132195356,31.99884336,,,,,,,,,,,,,,,,14,2023,301.00,Inferred,301,,2023,TRUE,301.00,,,
104,Ngando HC III,Health Centre,104,,104,Butambala,"0.07585647329221862, 31.925437936171036",,,0.07585647329,31.92543794,,,,,,,,,,,,,,,,15,2017,471.00,Calculated,511,,2026,FALSE,,,,
105,Kyabadaza HC III,Health Centre,105,,105,,"0.1209112570014584, 32.18190175541943",,,0.120911257,32.18190176,,,,,,,,,,,,,,,,15,2018,484.00,Calculated,511,,2026,FALSE,,,,
106,Kyambala Moslem PS,School,106,,106,Kalungu,"-0.15252123868528306, 31.80362391594264",,,-0.1525212387,31.80362392,,,,,,,,,,,,,,,,15,2019,475.00,Calculated,511,,2026,FALSE,,,,
107,Kyambala R/C PS,School,107,,107,Kalungu,"-0.15578749220322632, 31.801446405754273",,,-0.1557874922,31.80144641,,,,,,,,,,,,,,,,15,2020,475.00,Inferred,511,,2026,FALSE,,,,
108,Namwanzi PS,School,108,,108,Kalungu,"-0.23794, 31.83046",,,-0.23794,31.83046,,,,,,,,,,,,,,,,15,2021,0.00,Calculated,511,,2026,FALSE,,,,
109,Bukulula M PS,School,109,,109,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,15,2022,440.00,Calculated,511,,2026,FALSE,,,,
110,Kamutuuza Tower PS,School,110,,110,Kalungu,"-0.24161, 31.82953",,,-0.24161,31.82953,,,,,,,,,,,,,,,,15,2023,461.00,Calculated,511,,2026,FALSE,,,,
111,St. Joseph Kalangala PS,School,111,,111,Kalungu,"-0.15417, 31.87530",,,-0.15417,31.8753,,,,,,,,,,,,,,,,15,2024,491.00,Calculated,511,,2026,FALSE,,,,
112,Bugonzi R/C PS,School,112,,112,Kalungu,"-0.24920720644961758, 31.824797601395936",,,-0.2492072064,31.8247976,,,,,,,,,,,,,,,,15,2025,511.00,Calculated,511,,2026,FALSE,,,,
113,Kiticope PS,School,113,,113,Kalungu,"-0.07793915489035481, 31.866126005453552",,,-0.07793915489,31.86612601,,,,,,,,,,,,,,,,15,2026,511.00,Inferred,511,,2026,TRUE,511.00,,,
114,Kiwoomya PS,School,114,,114,Kalungu,"-0.09208, 31.86676",,,-0.09208,31.86676,,,,,,,,,,,,,,,,16,2017,137.00,Calculated,305,,2026,FALSE,,,,
115,Kyato R/C PS,School,115,,115,Kalungu,"-0.19804, 31.72115",,,-0.19804,31.72115,,,,,,,,,,,,,,,,16,2018,181.00,Calculated,305,,2026,FALSE,,,,
116,Kabukunge Demonstration PS,School,116,,116,Kalungu,"-0.19972, 31.75321",,,-0.19972,31.75321,,,,,,,,,,,,,,,,16,2019,190.00,Calculated,305,,2026,FALSE,,,,
117,Kabungo PS,School,117,,117,Kalungu,"-0.15088029464901268, 31.77741919352805",,,-0.1508802946,31.77741919,,,,,,,,,,,,,,,,16,2020,217.00,Calculated,305,,2026,FALSE,,,,
118,Bulawula PS,School,118,,118,Kalungu,"-0.17723, 31.78805",,,-0.17723,31.78805,,,,,,,,,,,,,,,,16,2021,0.00,Calculated,305,,2026,FALSE,,,,
119,Kalongo C/U PS,School,119,,119,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,16,2022,170.00,Calculated,305,,2026,FALSE,,,,
120,Mapeera SS,School,120,,120,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,16,2023,216.00,Calculated,305,,2026,FALSE,,,,
121,Kigasa Baptist PS,School,121,,121,Kalungu,"-0.07079, 31.79914",,,-0.07079,31.79914,,,,,,,,,,,,,,,,16,2024,295.00,Calculated,305,,2026,FALSE,,,,
122,Kitulikizi PS,School,122,,122,Kalungu,"-0.08224461860985825, 31.749140456131297",,,-0.08224461861,31.74914046,,,,,,,,,,,,,,,,16,2025,305.00,Calculated,305,,2026,FALSE,,,,
123,St. Gertrude Kyamulibwa Girls PS,School,123,,123,Kalungu,"-0.07803, 31.75107",,,-0.07803,31.75107,,,,,,,,,,,,,,,,16,2026,305.00,Inferred,305,,2026,TRUE,305.00,,,
124,Kabaale Lukaya C/U PS,School,124,,124,Kalungu,"0.15800, 31.81800",,,0.158,31.818,,,,,,,,,,,,,,,,17,2017,256.00,Calculated,389,,2026,FALSE,,,,
125,St. Kizito Kyam PS,School,125,,125,Kalungu,"-0.08297291621774719, 31.75671479531341",,,-0.08297291622,31.7567148,,,,,,,,,,,,,,,,17,2018,293.00,Calculated,389,,2026,FALSE,,,,
126,Kisaana SS,School,126,,126,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,17,2019,302.00,Calculated,389,,2026,FALSE,,,,
127,Kiwaawo Muslim PS,School,127,,127,Kalungu,"-0.1079621366788804, 31.785856243575587",,,-0.1079621367,31.78585624,,,,,,,,,,,,,,,,17,2020,349.00,Calculated,389,,2026,FALSE,,,,
128,Kitosi Muslim Theological Institute PS,School,128,,128,Kalungu,"-0.18868, 31.66307",,,-0.18868,31.66307,,,,,,,,,,,,,,,,17,2021,0.00,Calculated,389,,2026,FALSE,,,,
129,Bwesa PS,School,129,,129,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,17,2022,357.00,Calculated,389,,2026,FALSE,,,,
130,St. John Ttowa PS,School,130,,130,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,17,2023,641.00,Calculated,389,,2026,FALSE,,,,
131,Kapere Parents PS,School,131,,131,Kalungu,"-0.15417, 31.87530",,,-0.15417,31.8753,,,,,,,,,,,,,,,,17,2024,381.00,Calculated,389,,2026,FALSE,,,,
132,Kalungi C/U PS,School,132,,132,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,17,2025,389.00,Calculated,389,,2026,FALSE,,,,
133,Kapere Memorial PS,School,133,,133,Kalungu,"-0.15691, 31.86996",,,-0.15691,31.86996,,,,,,,,,,,,,,,,17,2026,389.00,Inferred,389,,2026,TRUE,389.00,,,
134,Bajja P7 PS,School,134,,134,Kalungu,"-0.16093, 31.86529",,,-0.16093,31.86529,,,,,,,,,,,,,,,,18,2017,226.00,Calculated,208,,2026,FALSE,,,,
135,Bukulula HC IV,Health Centre,135,,135,Kalungu,"-0.18089285974177072, 31.84529173546293",,,-0.1808928597,31.84529174,,,,,,,,,,,,,,,,18,2018,194.00,Calculated,208,,2026,FALSE,,,,
136,Kiti HC III,Health Centre,136,,136,Kalungu,"-0.08031980336784357, 31.866745207104096",,,-0.08031980337,31.86674521,,,,,,,,,,,,,,,,18,2019,210.00,Calculated,208,,2026,FALSE,,,,
137,Kyambala HC,Health Centre,137,,137,Kalungu,"-0.13112, 31.82904",,,-0.13112,31.82904,,,,,,,,,,,,,,,,18,2020,208.00,Calculated,208,,2026,FALSE,,,,
138,Nabutongwa HC II,Health Centre,138,,138,Kalungu,"-0.1996698629628177, 31.75263498769503",,,-0.199669863,31.75263499,,,,,,,,,,,,,,,,18,2021,208.00,Inferred,208,,2026,FALSE,,,,
139,Kalungu HC III,Health Centre,139,,139,Kalungu,"-0.17130, 31.75855",,,-0.1713,31.75855,,,,,,,,,,,,,,,,18,2022,208.00,Inferred,208,,2026,FALSE,,,,
140,Kigaaju HC II,Health Centre,140,,140,Kalungu,"-0.012183295754581745, 31.740595415344675",,,-0.01218329575,31.74059542,,,,,,,,,,,,,,,,18,2023,208.00,Inferred,208,,2026,FALSE,,,,
141,Kasambya (Kalungu) HC III,Health Centre,141,,141,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,18,2024,208.00,Inferred,208,,2026,FALSE,,,,
142,Kiragga HC III,Health Centre,142,,142,Kalungu,"-0.07862, 31.74773",,,-0.07862,31.74773,,,,,,,,,,,,,,,,18,2025,208.00,Inferred,208,,2026,FALSE,,,,
143,Kabaale HC III,Health Centre,143,,143,Kalungu,"-0.09471, 31.81289",,,-0.09471,31.81289,,,,,,,,,,,,,,,,18,2026,208.00,Inferred,208,,2026,TRUE,208.00,,,
144,Kyamulibwa HC III,Health Centre,144,,144,,"-0.078717228978193, 31.747543279763715",,,-0.07871722898,31.74754328,,,,,,,,,,,,,,,,19,2018,"10,544.00",Calculated,9900,,2026,FALSE,,,,
145,Kigasa HC II,Health Centre,145,,145,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,19,2019,"10,544.00",Calculated,9900,,2026,FALSE,,,,
146,Lukaya HC III,Health Centre,146,,146,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,19,2020,"5,984.00",Calculated,9900,,2026,FALSE,,,,
147,Mpongo C/U PS,School,147,,147,Gomba,"0.18713, 32.03866",,,0.18713,32.03866,,,,,,,,,,,,,,,,19,2021,"6,497.00",Calculated,9900,,2026,FALSE,,,,
148,Nakulamudde PS,School,148,,148,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,19,2022,"6,500.00",Calculated,9900,,2026,FALSE,,,,
149,Busolo C/U PS,School,149,,149,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,19,2023,"7,400.00",Calculated,9900,,2026,FALSE,,,,
150,Mpenja SS,School,150,,150,Gomba,"0.22446801701869717, 32.052420229275",,,0.224468017,32.05242023,,,,,,,,,,,,,,,,19,2024,"9,800.00",Calculated,9900,,2026,FALSE,,,,
151,Kasaka PS,School,151,,151,Gomba,"0.1884751064299867, 31.898518189612904",,,0.1884751064,31.89851819,,,,,,,,,,,,,,,,19,2025,"9,900.00",Calculated,9900,,2026,FALSE,,,,
152,Kunda Brain Trust PS,School,152,,152,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,19,2026,"9,900.00",Inferred,9900,,2026,TRUE,"9,900.00",,,
153,Kyayi Seed SS,School,153,,153,Gomba,"0.21451, 31.39893",,,0.21451,31.39893,,,,,,,,,,,,,,,,20,2018,213.00,Calculated,212,,2026,FALSE,,,,
154,Kimuwanyi PS,School,154,,154,Gomba,"0.19266, 32.00036",,,0.19266,32.00036,,,,,,,,,,,,,,,,20,2019,214.00,Calculated,212,,2026,FALSE,,,,
155,Ndoddo C/U PS,School,155,,155,Gomba,"0.12337063555125781, 31.98177512719723",,,0.1233706356,31.98177513,,,,,,,,,,,,,,,,20,2020,212.00,Calculated,212,,2026,FALSE,,,,
156,Ssaali PS,School,156,,156,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,20,2021,0.00,Calculated,212,,2026,FALSE,,,,
157,Nakiju PS,School,157,,157,Gomba,"0.16221336738229641, 31.915695473070965",,,0.1622133674,31.91569547,,,,,,,,,,,,,,,,20,2022,0.00,Calculated,212,,2026,FALSE,,,,
158,Kirungu PS,School,158,,158,Gomba,"0.15506, 31.89503",,,0.15506,31.89503,,,,,,,,,,,,,,,,20,2023,0.00,Calculated,212,,2026,FALSE,,,,
159,Nsambwe C/U PS,School,159,,159,Gomba,"0.14694, 31.88979",,,0.14694,31.88979,,,,,,,,,,,,,,,,20,2024,212.00,Inferred,212,,2026,FALSE,,,,
160,Bukandula Umea PS,School,160,,160,Gomba,"0.17285, 31.84392",,,0.17285,31.84392,,,,,,,,,,,,,,,,20,2025,212.00,Inferred,212,,2026,FALSE,,,,
161,Kiribedda PS,School,161,,161,Gomba,"0.14544, 31.89147",,,0.14544,31.89147,,,,,,,,,,,,,,,,20,2026,212.00,Inferred,212,,2026,TRUE,212.00,,,
162,Bukandula Mixed SS,School,162,,162,Gomba,"0.16821046769081874, 31.83270331495879",,,0.1682104677,31.83270331,,,,,,,,,,,,,,,,21,2018,149.00,Calculated,738,,2026,FALSE,,,,
163,Kalwanga PS,School,163,,163,Gomba,"0.13323701223084095, 31.783403908496595",,,0.1332370122,31.78340391,,,,,,,,,,,,,,,,21,2019,185.00,Calculated,738,,2026,FALSE,,,,
164,Maddu C/S PS,School,164,,164,Gomba,"0.2166348610875326, 31.666783036320126",,,0.2166348611,31.66678304,,,,,,,,,,,,,,,,21,2020,285.00,Calculated,738,,2026,FALSE,,,,
165,Kigezi-Kiwumulo C/U PS,School,165,,165,Gomba,"0.27457641339464145, 31.60626609165994",,,0.2745764134,31.60626609,,,,,,,,,,,,,,,,21,2021,285.00,Inferred,738,,2026,FALSE,,,,
166,Lwansasi C/U PS,School,166,,166,Gomba,"0.24184, 31.63101",,,0.24184,31.63101,,,,,,,,,,,,,,,,21,2022,328.00,Calculated,738,,2026,FALSE,,,,
167,Ngomanene HC III,Health Centre,167,,167,Gomba,"0.2170071520379399, 31.9986459271497",,,0.217007152,31.99864593,,,,,,,,,,,,,,,,21,2023,440.00,Calculated,738,,2026,FALSE,,,,
168,Mpenja HC III,Health Centre,168,,168,Gomba,"0.2238863018256405, 32.05212389462284",,,0.2238863018,32.05212389,,,,,,,,,,,,,,,,21,2024,605.00,Calculated,738,,2026,FALSE,,,,
169,Kanziira HC II,Health Centre,169,,169,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,21,2025,738.00,Calculated,738,,2026,FALSE,,,,
170,Ngeribalya HC II,Health Centre,170,,170,Gomba,"0.15020755704176933, 32.01784274474285",,,0.150207557,32.01784274,,,,,,,,,,,,,,,,21,2026,738.00,Inferred,738,,2026,TRUE,738.00,,,
171,Kanoni HC III,Health Centre,171,,171,Gomba,"0.17011188416666634, 31.905192229280704",,,0.1701118842,31.90519223,,,,,,,,,,,,,,,,22,2018,396.00,Calculated,310,,2026,FALSE,,,,
172,Kawerimidde HC II,Health Centre,172,,172,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,22,2019,327.00,Calculated,310,,2026,FALSE,,,,
173,Namabeya HC II,Health Centre,173,,173,Gomba,"0.14400113460122432, 31.883897770183253",,,0.1440011346,31.88389777,,,,,,,,,,,,,,,,22,2020,344.00,Calculated,310,,2026,FALSE,,,,
174,Bukalagi HC III (PNFP),Health Centre,174,,174,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,22,2021,0.00,Calculated,310,,2026,FALSE,,,,
175,Rapha MC HC (PNFP),Health Centre,175,,175,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,22,2022,358.00,Calculated,310,,2026,FALSE,,,,
176,Mamba HC III,Health Centre,176,,176,Gomba,"0.2528746692741729, 31.824282843101265",,,0.2528746693,31.82428284,,,,,,,,,,,,,,,,22,2023,310.00,Calculated,310,,2026,FALSE,,,,
177,Bulwadda HC II,Health Centre,177,,177,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,22,2024,310.00,Inferred,310,,2026,FALSE,,,,
178,Mawuki HC II,Health Centre,178,,178,Gomba,"0.11566707377171573, 31.86889940173333",,,0.1156670738,31.8688994,,,,,,,,,,,,,,,,22,2025,310.00,Inferred,310,,2026,FALSE,,,,
179,Kisozi HC III,Health Centre,179,,179,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,22,2026,310.00,Inferred,310,,2026,TRUE,310.00,,,
180,Kasambya HC II,Health Centre,180,,180,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,23,2018,265.00,Calculated,237,,2025,FALSE,,,,
181,Buyanja HC II,Health Centre,181,,181,Gomba,"0.18095, 31.49552",,,0.18095,31.49552,,,,,,,,,,,,,,,,23,2019,251.00,Calculated,237,,2025,FALSE,,,,
182,Kyayi HC III,Health Centre,182,,182,Gomba,"0.21640, 31.39673",,,0.2164,31.39673,,,,,,,,,,,,,,,,23,2020,256.00,Calculated,237,,2025,FALSE,,,,
183,Kifampa HC III,Health Centre,183,,183,Gomba,"0.12171043130412852, 31.760112153189997",,,0.1217104313,31.76011215,,,,,,,,,,,,,,,,23,2021,0.00,Calculated,237,,2025,FALSE,,,,
184,Kitwe HC II,Health Centre,184,,184,Gomba,"0.2170646997014763, 31.667724102543943",,,0.2170646997,31.6677241,,,,,,,,,,,,,,,,23,2022,290.00,Calculated,237,,2025,FALSE,,,,
185,Maddu HC IV,Health Centre,185,,185,Gomba,"0.21294069993101414, 31.669091543856222",,,0.2129406999,31.66909154,,,,,,,,,,,,,,,,23,2023,237.00,Calculated,237,,2025,FALSE,,,,
186,Kasaka SSS,School,186,,186,Gomba,"0.18439681566284538, 31.901187131128054",,,0.1843968157,31.90118713,,,,,,,,,,,,,,,,23,2024,237.00,Inferred,237,,2025,FALSE,,,,
187,St. Leonard's SS,School,187,,187,Gomba,"0.209640781035405, 31.67042415679149",,,0.209640781,31.67042416,,,,,,,,,,,,,,,,23,2025,237.00,Inferred,237,,2025,TRUE,237.00,,,
188,Buyinjabutoole PS,School,188,,188,Gomba,"0.22279612639769725, 32.05561902297516",,,0.2227961264,32.05561902,,,,,,,,,,,,,,,,24,2018,791.00,Calculated,843,,2026,FALSE,,,,
189,Kisozi Seed SS,School,189,,189,Gomba,"0.07147331414145795, 31.598613791264945",,,0.07147331414,31.59861379,,,,,,,,,,,,,,,,24,2019,728.00,Calculated,843,,2026,FALSE,,,,
190,Bukandula C/U PS,School,190,,190,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,24,2020,726.00,Calculated,843,,2026,FALSE,,,,
191,Kyabagamba PS,School,191,,191,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,24,2021,0.00,Calculated,843,,2026,FALSE,,,,
192,Mamba C/U PS,School,192,,192,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,24,2022,852.00,Calculated,843,,2026,FALSE,,,,
193,Kisozi Boarding PS,School,193,,193,Gomba,"0.07797566989644518, 31.590144422231127",,,0.0779756699,31.59014442,,,,,,,,,,,,,,,,24,2023,843.00,Calculated,843,,2026,FALSE,,,,
194,St. Joseph Kayanja PS,School,194,,194,Kalungu,"-0.16489, 31.86312",,,-0.16489,31.86312,,,,,,,,,,,,,,,,24,2024,843.00,Inferred,843,,2026,FALSE,,,,
195,Novic PS,School,195,,195,Kalungu,"-0.1518799672465151, 31.865008962347122",,,-0.1518799672,31.86500896,,,,,,,,,,,,,,,,24,2025,843.00,Inferred,843,,2026,FALSE,,,,
196,Kings High School SS,School,196,,196,Kalungu,"-0.10426, 31.88257",,,-0.10426,31.88257,,,,,,,,,,,,,,,,24,2026,843.00,Inferred,843,,2026,TRUE,843.00,,,
197,St. Jude PS,School,197,,197,Kalungu,"-0.13550, 31.89557",,,-0.1355,31.89557,,,,,,,,,,,,,,,,25,2018,592.00,Calculated,701,,2026,FALSE,,,,
198,Lyna Infants PS,School,198,,198,Kalungu,"-0.14444, 31.87818",,,-0.14444,31.87818,,,,,,,,,,,,,,,,25,2019,632.00,Calculated,701,,2026,FALSE,,,,
199,Nnunda PS,School,199,,199,Kalungu,"-0.02510, 31.79351",,,-0.0251,31.79351,,,,,,,,,,,,,,,,25,2020,570.00,Calculated,701,,2026,FALSE,,,,
200,Mustard Seed Academy PS/SS/N,School,200,,200,Kalungu,"-0.16061744615813445, 31.880425277524857",,,-0.1606174462,31.88042528,,,,,,,,,,,,,,,,25,2021,725.00,Calculated,701,,2026,FALSE,,,,
201,Waggwa High School SS,School,201,,201,Kalungu,"-0.13849, 31.88668",,,-0.13849,31.88668,,,,,,,,,,,,,,,,25,2022,503.00,Calculated,701,,2026,FALSE,,,,
202,Kabulasoke SS,School,202,,202,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,25,2023,618.00,Calculated,701,,2026,FALSE,,,,
203,Kasaka Child Development,School,203,,203,Gomba,"0.1884751064299867, 31.898518189612904",,,0.1884751064,31.89851819,,,,,,,,,,,,,,,,25,2024,706.00,Calculated,701,,2026,FALSE,,,,
204,Gomba Parents PS,School,204,,204,Gomba,"0.16366181335579397, 31.910778997005387",,,0.1636618134,31.910779,,,,,,,,,,,,,,,,25,2025,701.00,Calculated,701,,2026,FALSE,,,,
205,Uganda Martyrs SSS,School,205,,205,Gomba,"0.1762745754990052, 31.8569273011181",,,0.1762745755,31.8569273,,,,,,,,,,,,,,,,25,2026,701.00,Inferred,701,,2026,TRUE,701.00,,,
206,St. Ann Learning Center,School,206,,206,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,26,2019,134.00,Calculated,73,,2026,FALSE,,,,
207,Bukandula Parents PS,School,207,,207,,"0.16993096612445563, 31.83331951262961",,,0.1699309661,31.83331951,,,,,,,,,,,,,,,,26,2020,93.00,Calculated,73,,2026,FALSE,,,,
208,Buty'Omuddo Junior,School,208,,208,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,26,2021,138.00,Calculated,73,,2026,FALSE,,,,
209,St. John's Kasaka PS,School,209,,209,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,26,2022,134.00,Calculated,73,,2026,FALSE,,,,
210,Aidah And Topher PS,School,210,,210,Gomba,"0.17428544942086127, 31.91015049417841",,,0.1742854494,31.91015049,,,,,,,,,,,,,,,,26,2023,104.00,Calculated,73,,2026,FALSE,,,,
211,Kanoni Modern C/S PS/N,School,211,,211,Gomba,"0.1747284454969942, 31.906933266458957",,,0.1747284455,31.90693327,,,,,,,,,,,,,,,,26,2024,121.00,Calculated,73,,2026,FALSE,,,,
212,Kanoni UMEA PS,School,212,,212,Gomba,"0.17355553853524686, 31.906519724719",,,0.1735555385,31.90651972,,,,,,,,,,,,,,,,26,2025,73.00,Calculated,73,,2026,FALSE,,,,
213,All We Are,N/A,213,,213,Wakiso,"0.18904801655234693, 32.41820991406409",,,0.1890480166,32.41820991,,,,,,,,,,,,,,,,26,2026,73.00,Inferred,73,,2026,TRUE,73.00,,,
