Customer ID,System ID,System Name,Design Type,Status,Install Date,,Customer ID,Year,Population,Source,"Total Population (All Years, per Customer)","Total Population (All Customers, All Years)",,Customer ID,Customer Name,Customer Type,School Level,Public or Private,Loc ID,,Loc ID,District,Coordinates
,,,,,,,19,2024,"9,800.00",Calculated,77069,,,150,Mpenja SS,School,Secondary,Public,150,,150,Gomba,"0.22446801701869717, 32.052420229275"
,,,,,,,19,2025,"9,900.00",Calculated,77069,,,151,Kasaka PS,School,Primary,Public,151,,151,Gomba,"0.1884751064299867, 31.898518189612904"
,,,,,,,19,2026,"9,900.00",Inferred,77069,,,152,Kunda Brain Trust PS,School,Primary,,152,,152,,
,,,,,,,20,2018,213.00,Calculated,1275,,,153,Kyayi Seed SS,School,Secondary,Public,153,,153,Gomba,"0.21451, 31.39893"
,,,,,,,20,2019,214.00,Calculated,1275,,,154,Kimuwanyi PS,School,Primary,Public,154,,154,Gomba,"0.19266, 32.00036"
,,,,,,,20,2020,212.00,Calculated,1275,,,155,Ndoddo C/U PS,School,Primary,Public,155,,155,Gomba,"0.12337063555125781, 31.98177512719723"
,,,,,,,20,2021,0.00,Calculated,1275,,,156,Ssaali PS,School,Primary,,156,,156,,
,,,,,,,20,2022,0.00,Calculated,1275,,,157,Nakiju PS,School,Primary,Public,157,,157,Gomba,"0.16221336738229641, 31.915695473070965"
,,,,,,,20,2023,0.00,Calculated,1275,,,158,Kirungu PS,School,Primary,Public,158,,158,Gomba,"0.15506, 31.89503"
,,,,,,,20,2024,212.00,Inferred,1275,,,159,Nsambwe C/U PS,School,Primary,Public,159,,159,Gomba,"0.14694, 31.88979"
,,,,,,,20,2025,212.00,Inferred,1275,,,160,Bukandula Umea PS,School,Primary,Public,160,,160,Gomba,"0.17285, 31.84392"
,,,,,,,20,2026,212.00,Inferred,1275,,,161,Kiribedda PS,School,Primary,Public,161,,161,Gomba,"0.14544, 31.89147"
,,,,,,,21,2018,149.00,Calculated,3753,,,162,Bukandula Mixed SS,School,Secondary,Public,162,,162,Gomba,"0.16821046769081874, 31.83270331495879"
,,,,,,,21,2019,185.00,Calculated,3753,,,163,Kalwanga PS,School,Primary,Public,163,,163,Gomba,"0.13323701223084095, 31.783403908496595"
,,,,,,,21,2020,285.00,Calculated,3753,,,164,Maddu C/S PS,School,Primary,Public,164,,164,Gomba,"0.2166348610875326, 31.666783036320126"
,,,,,,,21,2021,285.00,Inferred,3753,,,165,Kigezi-Kiwumulo C/U PS,School,Primary,Public,165,,165,Gomba,"0.27457641339464145, 31.60626609165994"
,,,,,,,21,2022,328.00,Calculated,3753,,,166,Lwansasi C/U PS,School,Primary,Public,166,,166,Gomba,"0.24184, 31.63101"
,,,,,,,21,2023,440.00,Calculated,3753,,,167,Ngomanene HC III,Health Centre,,Public,167,,167,Gomba,"0.2170071520379399, 31.9986459271497"
,,,,,,,21,2024,605.00,Calculated,3753,,,168,Mpenja HC III,Health Centre,,Public,168,,168,Gomba,"0.2238863018256405, 32.05212389462284"
,,,,,,,21,2025,738.00,Calculated,3753,,,169,Kanziira HC II,Health Centre,,,169,,169,,
,,,,,,,21,2026,738.00,Inferred,3753,,,170,Ngeribalya HC II,Health Centre,,Public,170,,170,Gomba,"0.15020755704176933, 32.01784274474285"
,,,,,,,22,2018,396.00,Calculated,2665,,,171,Kanoni HC III,Health Centre,,,171,,171,Gomba,"0.17011188416666634, 31.905192229280704"
,,,,,,,22,2019,327.00,Calculated,2665,,,172,Kawerimidde HC II,Health Centre,,,172,,172,,
,,,,,,,22,2020,344.00,Calculated,2665,,,173,Namabeya HC II,Health Centre,,,173,,173,Gomba,"0.14400113460122432, 31.883897770183253"
,,,,,,,22,2021,0.00,Calculated,2665,,,174,Bukalagi HC III (PNFP),Health Centre,,,174,,174,,
,,,,,,,22,2022,358.00,Calculated,2665,,,175,Rapha MC HC (PNFP),Health Centre,,,175,,175,,
,,,,,,,22,2023,310.00,Calculated,2665,,,176,Mamba HC III,Health Centre,,,176,,176,Gomba,"0.2528746692741729, 31.824282843101265"
,,,,,,,22,2024,310.00,Inferred,2665,,,177,Bulwadda HC II,Health Centre,,,177,,177,,
,,,,,,,22,2025,310.00,Inferred,2665,,,178,Mawuki HC II,Health Centre,,,178,,178,Gomba,"0.11566707377171573, 31.86889940173333"
,,,,,,,22,2026,310.00,Inferred,2665,,,179,Kisozi HC III,Health Centre,,,179,,179,,
,,,,,,,23,2018,265.00,Calculated,1773,,,180,Kasambya HC II,Health Centre,,,180,,180,,
,,,,,,,23,2019,251.00,Calculated,1773,,,181,Buyanja HC II,Health Centre,,Public,181,,181,Gomba,"0.18095, 31.49552"
,,,,,,,23,2020,256.00,Calculated,1773,,,182,Kyayi HC III,Health Centre,,Public,182,,182,Gomba,"0.21640, 31.39673"
,,,,,,,23,2021,0.00,Calculated,1773,,,183,Kifampa HC III,Health Centre,,Public,183,,183,Gomba,"0.12171043130412852, 31.760112153189997"
,,,,,,,23,2022,290.00,Calculated,1773,,,184,Kitwe HC II,Health Centre,,Public,184,,184,Gomba,"0.2170646997014763, 31.667724102543943"
,,,,,,,23,2023,237.00,Calculated,1773,,,185,Maddu HC IV,Health Centre,,Public,185,,185,Gomba,"0.21294069993101414, 31.669091543856222"
,,,,,,,23,2024,237.00,Inferred,1773,,,186,Kasaka SSS,School,Secondary,,186,,186,Gomba,"0.18439681566284538, 31.901187131128054"
,,,,,,,23,2025,237.00,Inferred,1773,,,187,St. Leonard's SS,School,Secondary,,187,,187,Gomba,"0.209640781035405, 31.67042415679149"
,,,,,,,24,2018,791.00,Calculated,6469,,,188,Buyinjabutoole PS,School,Primary,,188,,188,Gomba,"0.22279612639769725, 32.05561902297516"
,,,,,,,24,2019,728.00,Calculated,6469,,,189,Kisozi Seed SS,School,Secondary,Public,189,,189,Gomba,"0.07147331414145795, 31.598613791264945"
,,,,,,,24,2020,726.00,Calculated,6469,,,190,Bukandula C/U PS,School,Primary,,190,,190,,
,,,,,,,24,2021,0.00,Calculated,6469,,,191,Kyabagamba PS,School,Primary,,191,,191,,
,,,,,,,24,2022,852.00,Calculated,6469,,,192,Mamba C/U PS,School,Primary,,192,,192,,
,,,,,,,24,2023,843.00,Calculated,6469,,,193,Kisozi Boarding PS,School,Primary,Public,193,,193,Gomba,"0.07797566989644518, 31.590144422231127"
,,,,,,,24,2024,843.00,Inferred,6469,,,194,St. Joseph Kayanja PS,School,Primary,Private,194,,194,Kalungu,"-0.16489, 31.86312"
,,,,,,,24,2025,843.00,Inferred,6469,,,195,Novic PS,School,Primary,Private,195,,195,Kalungu,"-0.1518799672465151, 31.865008962347122"
,,,,,,,24,2026,843.00,Inferred,6469,,,196,Kings High School SS,School,Secondary,Private,196,,196,Kalungu,"-0.10426, 31.88257"
,,,,,,,25,2018,592.00,Calculated,5748,,,197,St. Jude PS,School,Primary,Private,197,,197,Kalungu,"-0.13550, 31.89557"
,,,,,,,25,2019,632.00,Calculated,5748,,,198,Lyna Infants PS,School,Primary,Private,198,,198,Kalungu,"-0.14444, 31.87818"
,,,,,,,25,2020,570.00,Calculated,5748,,,199,Nnunda PS,School,Primary,Private,199,,199,Kalungu,"-0.02510, 31.79351"
,,,,,,,25,2021,725.00,Calculated,5748,,,200,Mustard Seed Academy PS/SS/N,School,Primary/Secondary/Nursery,Public,200,,200,Kalungu,"-0.16061744615813445, 31.880425277524857"
,,,,,,,25,2022,503.00,Calculated,5748,,,201,Waggwa High School SS,School,Secondary,Public,201,,201,Kalungu,"-0.13849, 31.88668"
,,,,,,,25,2023,618.00,Calculated,5748,,,202,Kabulasoke SS,School,Secondary,,202,,202,,
,,,,,,,25,2024,706.00,Calculated,5748,,,203,Kasaka Child Development,School,,Public,203,,203,Gomba,"0.1884751064299867, 31.898518189612904"
,,,,,,,25,2025,701.00,Calculated,5748,,,204,Gomba Parents PS,School,Primary,Private,204,,204,Gomba,"0.16366181335579397, 31.910778997005387"
,,,,,,,25,2026,701.00,Inferred,5748,,,205,Uganda Martyrs SSS,School,Senior Secondary,Private,205,,205,Gomba,"0.1762745754990052, 31.8569273011181"
,,,,,,,26,2019,134.00,Calculated,870,,,206,St. Ann Learning Center,School,,Private,206,,206,,
,,,,,,,26,2020,93.00,Calculated,870,,,207,Bukandula Parents PS,School,Primary,Private,207,,207,,"0.16993096612445563, 31.83331951262961"
,,,,,,,26,2021,138.00,Calculated,870,,,208,Buty'Omuddo Junior,School,,Private,208,,208,,
,,,,,,,26,2022,134.00,Calculated,870,,,209,St. John's Kasaka PS,School,Primary,Public,209,,209,,
,,,,,,,26,2023,104.00,Calculated,870,,,210,Aidah And Topher PS,School,Primary,Private,210,,210,Gomba,"0.17428544942086127, 31.91015049417841"
,,,,,,,26,2024,121.00,Calculated,870,,,211,Kanoni Modern C/S PS/N,School,Primary/Nursery,Private,211,,211,Gomba,"0.1747284454969942, 31.906933266458957"
,,,,,,,26,2025,73.00,Calculated,870,,,212,Kanoni UMEA PS,School,Primary,,212,,212,Gomba,"0.17355553853524686, 31.906519724719"
,,,,,,,26,2026,73.00,Inferred,870,,,213,All We Are,N/A,N/A,N/A,213,,213,Wakiso,"0.18904801655234693, 32.41820991406409"
,,,,,,,27,2019,206.00,Calculated,1870,,,214,St. Joseph's VS/SS,School,Vocational/Secondary,Private,,,214,Gomba,"0.21489234232271084, 32.04185780572558"
,,,,,,,27,2020,187.00,Calculated,1870,,,215,St. Maria Goretti PS,School,Primary,Private,,,215,,"0.5761430855883503, 31.71955437174706"
,,,,,,,27,2021,0.00,Calculated,1870,,,216,Hillside PS,School,Primary,Private,,,216,Gomba,"0.22297357807829282, 31.673943329130143"
,,,,,,,27,2022,274.00,Calculated,1870,,,217,Vision Park Junior PS,School,Primary,Private,217,,217,Kalungu,"-0.1478538465772722, 31.87759147236952"
,,,,,,,27,2023,280.00,Calculated,1870,,,,,,,,,,,,
,,,,,,,27,2024,303.00,Calculated,1870,,,,,,,,,,,,
,,,,,,,27,2025,310.00,Calculated,1870,,,,,,,,,,,,
,,,,,,,27,2026,310.00,Inferred,1870,,,,,,,,,,,,
,,,,,,,28,2019,220.00,Calculated,1697,,,,,,,,,,,,
,,,,,,,28,2020,211.00,Calculated,1697,,,,,,,,,,,,
,,,,,,,28,2021,211.00,Inferred,1697,,,,,,,,,,,,
,,,,,,,28,2022,211.00,Inferred,1697,,,,,,,,,,,,
,,,,,,,28,2023,211.00,Inferred,1697,,,,,,,,,,,,
,,,,,,,28,2024,211.00,Inferred,1697,,,,,,,,,,,,
,,,,,,,28,2025,211.00,Inferred,1697,,,,,,,,,,,,
,,,,,,,28,2026,211.00,Inferred,1697,,,,,,,,,,,,
,,,,,,,29,2019,"20,568.00",Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2020,"20,671.00",Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2021,"20,875.00",Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2022,0.00,Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2023,"42,685.00",Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2024,"43,825.00",Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2025,"43,300.00",Calculated,235224,,,,,,,,,,,,
,,,,,,,29,2026,"43,300.00",Inferred,235224,,,,,,,,,,,,
,,,,,,,30,2021,0.00,Calculated,1338,,,,,,,,,,,,
,,,,,,,30,2022,225.00,Calculated,1338,,,,,,,,,,,,
,,,,,,,30,2023,281.00,Calculated,1338,,,,,,,,,,,,
,,,,,,,30,2024,286.00,Calculated,1338,,,,,,,,,,,,
,,,,,,,30,2025,273.00,Calculated,1338,,,,,,,,,,,,
,,,,,,,30,2026,273.00,Inferred,1338,,,,,,,,,,,,
,,,,,,,31,2021,222.00,Calculated,1618,,,,,,,,,,,,
,,,,,,,31,2022,279.00,Calculated,1618,,,,,,,,,,,,
,,,,,,,31,2023,332.00,Calculated,1618,,,,,,,,,,,,
,,,,,,,31,2024,303.00,Calculated,1618,,,,,,,,,,,,
,,,,,,,31,2025,241.00,Calculated,1618,,,,,,,,,,,,
,,,,,,,31,2026,241.00,Inferred,1618,,,,,,,,,,,,
,,,,,,,32,2021,0.00,Calculated,1466,,,,,,,,,,,,
,,,,,,,32,2022,288.00,Calculated,1466,,,,,,,,,,,,
,,,,,,,32,2023,350.00,Calculated,1466,,,,,,,,,,,,
,,,,,,,32,2024,364.00,Calculated,1466,,,,,,,,,,,,
,,,,,,,32,2025,232.00,Calculated,1466,,,,,,,,,,,,
,,,,,,,32,2026,232.00,Inferred,1466,,,,,,,,,,,,
,,,,,,,33,2021,40.00,Calculated,1232,,,,,,,,,,,,
,,,,,,,33,2022,216.00,Calculated,1232,,,,,,,,,,,,
,,,,,,,33,2023,244.00,Calculated,1232,,,,,,,,,,,,
,,,,,,,33,2024,244.00,Inferred,1232,,,,,,,,,,,,
,,,,,,,33,2025,244.00,Inferred,1232,,,,,,,,,,,,
,,,,,,,33,2026,244.00,Inferred,1232,,,,,,,,,,,,
,,,,,,,40,2021,357.00,Inferred,2142,,,,,,,,,,,,
,,,,,,,40,2022,357.00,Inferred,2142,,,,,,,,,,,,
,,,,,,,40,2023,357.00,Inferred,2142,,,,,,,,,,,,
,,,,,,,40,2024,357.00,Inferred,2142,,,,,,,,,,,,
,,,,,,,40,2025,357.00,Inferred,2142,,,,,,,,,,,,
,,,,,,,40,2026,357.00,Inferred,2142,,,,,,,,,,,,
,,,,,,,41,2021,97.00,Calculated,1074,,,,,,,,,,,,
,,,,,,,41,2022,235.00,Calculated,1074,,,,,,,,,,,,
,,,,,,,41,2023,192.00,Calculated,1074,,,,,,,,,,,,
,,,,,,,41,2024,138.00,Calculated,1074,,,,,,,,,,,,
,,,,,,,41,2025,206.00,Calculated,1074,,,,,,,,,,,,
,,,,,,,41,2026,206.00,Inferred,1074,,,,,,,,,,,,
,,,,,,,45,2021,174.00,Inferred,958,,,,,,,,,,,,
,,,,,,,45,2022,217.00,Calculated,958,,,,,,,,,,,,
,,,,,,,45,2023,215.00,Calculated,958,,,,,,,,,,,,
,,,,,,,45,2024,122.00,Calculated,958,,,,,,,,,,,,
,,,,,,,45,2025,115.00,Calculated,958,,,,,,,,,,,,
,,,,,,,45,2026,115.00,Inferred,958,,,,,,,,,,,,
,,,,,,,48,2021,0.00,Calculated,504,,,,,,,,,,,,
,,,,,,,48,2022,142.00,Calculated,504,,,,,,,,,,,,
,,,,,,,48,2023,137.00,Calculated,504,,,,,,,,,,,,
,,,,,,,48,2024,87.00,Calculated,504,,,,,,,,,,,,
,,,,,,,48,2025,69.00,Calculated,504,,,,,,,,,,,,
,,,,,,,48,2026,69.00,Inferred,504,,,,,,,,,,,,
,,,,,,,52,2021,927.00,Inferred,5562,,,,,,,,,,,,
,,,,,,,52,2022,927.00,Inferred,5562,,,,,,,,,,,,
,,,,,,,52,2023,927.00,Inferred,5562,,,,,,,,,,,,
,,,,,,,52,2024,927.00,Inferred,5562,,,,,,,,,,,,
,,,,,,,52,2025,927.00,Inferred,5562,,,,,,,,,,,,
,,,,,,,52,2026,927.00,Inferred,5562,,,,,,,,,,,,
,,,,,,,55,2021,722.00,Inferred,3593,,,,,,,,,,,,
,,,,,,,55,2022,722.00,Inferred,3593,,,,,,,,,,,,
,,,,,,,55,2023,722.00,Inferred,3593,,,,,,,,,,,,
,,,,,,,55,2024,485.00,Calculated,3593,,,,,,,,,,,,
,,,,,,,55,2025,471.00,Calculated,3593,,,,,,,,,,,,
,,,,,,,55,2026,471.00,Inferred,3593,,,,,,,,,,,,
,,,,,,,62,2021,613.00,Inferred,3665,,,,,,,,,,,,
,,,,,,,62,2022,758.00,Calculated,3665,,,,,,,,,,,,
,,,,,,,62,2023,662.00,Calculated,3665,,,,,,,,,,,,
,,,,,,,62,2024,618.00,Calculated,3665,,,,,,,,,,,,
,,,,,,,62,2025,507.00,Calculated,3665,,,,,,,,,,,,
,,,,,,,62,2026,507.00,Inferred,3665,,,,,,,,,,,,
,,,,,,,64,2021,818.00,Calculated,3865,,,,,,,,,,,,
,,,,,,,64,2022,695.00,Calculated,3865,,,,,,,,,,,,
,,,,,,,64,2023,606.00,Calculated,3865,,,,,,,,,,,,
,,,,,,,64,2024,592.00,Calculated,3865,,,,,,,,,,,,
,,,,,,,64,2025,577.00,Calculated,3865,,,,,,,,,,,,
,,,,,,,64,2026,577.00,Inferred,3865,,,,,,,,,,,,
,,,,,,,67,2021,896.00,Inferred,6348,,,,,,,,,,,,
,,,,,,,67,2022,896.00,Inferred,6348,,,,,,,,,,,,
,,,,,,,67,2023,896.00,Inferred,6348,,,,,,,,,,,,
,,,,,,,67,2024,896.00,Inferred,6348,,,,,,,,,,,,
,,,,,,,67,2025,"1,382.00",Calculated,6348,,,,,,,,,,,,
,,,,,,,67,2026,"1,382.00",Inferred,6348,,,,,,,,,,,,
,,,,,,,68,2021,481.00,Calculated,3546,,,,,,,,,,,,
,,,,,,,68,2022,541.00,Calculated,3546,,,,,,,,,,,,
,,,,,,,68,2023,605.00,Calculated,3546,,,,,,,,,,,,
,,,,,,,68,2024,609.00,Calculated,3546,,,,,,,,,,,,
,,,,,,,68,2025,655.00,Calculated,3546,,,,,,,,,,,,
,,,,,,,68,2026,655.00,Inferred,3546,,,,,,,,,,,,
,,,,,,,84,2021,"1,397.00",Inferred,8382,,,,,,,,,,,,
,,,,,,,84,2022,"1,397.00",Inferred,8382,,,,,,,,,,,,
,,,,,,,84,2023,"1,397.00",Inferred,8382,,,,,,,,,,,,
,,,,,,,84,2024,"1,397.00",Inferred,8382,,,,,,,,,,,,
,,,,,,,84,2025,"1,397.00",Inferred,8382,,,,,,,,,,,,
,,,,,,,84,2026,"1,397.00",Inferred,8382,,,,,,,,,,,,
,,,,,,,85,2021,564.00,Inferred,3135,,,,,,,,,,,,
,,,,,,,85,2022,564.00,Inferred,3135,,,,,,,,,,,,
,,,,,,,85,2023,564.00,Inferred,3135,,,,,,,,,,,,
,,,,,,,85,2024,407.00,Calculated,3135,,,,,,,,,,,,
,,,,,,,85,2025,518.00,Calculated,3135,,,,,,,,,,,,
,,,,,,,85,2026,518.00,Inferred,3135,,,,,,,,,,,,
,,,,,,,90,2021,769.00,Inferred,4474,,,,,,,,,,,,
,,,,,,,90,2022,769.00,Inferred,4474,,,,,,,,,,,,
,,,,,,,90,2023,769.00,Inferred,4474,,,,,,,,,,,,
,,,,,,,90,2024,741.00,Calculated,4474,,,,,,,,,,,,
,,,,,,,90,2025,713.00,Calculated,4474,,,,,,,,,,,,
,,,,,,,90,2026,713.00,Inferred,4474,,,,,,,,,,,,
,,,,,,,98,2021,258.00,Calculated,3521,,,,,,,,,,,,
,,,,,,,98,2022,603.00,Calculated,3521,,,,,,,,,,,,
,,,,,,,98,2023,719.00,Calculated,3521,,,,,,,,,,,,
,,,,,,,98,2024,709.00,Calculated,3521,,,,,,,,,,,,
,,,,,,,98,2025,616.00,Calculated,3521,,,,,,,,,,,,
,,,,,,,98,2026,616.00,Inferred,3521,,,,,,,,,,,,
,,,,,,,99,2021,0.00,Calculated,2403,,,,,,,,,,,,
,,,,,,,99,2022,419.00,Calculated,2403,,,,,,,,,,,,
,,,,,,,99,2023,333.00,Calculated,2403,,,,,,,,,,,,
,,,,,,,99,2024,395.00,Calculated,2403,,,,,,,,,,,,
,,,,,,,99,2025,628.00,Calculated,2403,,,,,,,,,,,,
,,,,,,,99,2026,628.00,Inferred,2403,,,,,,,,,,,,
,,,,,,,103,2021,"20,566.00",Inferred,123396,,,,,,,,,,,,
,,,,,,,103,2022,"20,566.00",Inferred,123396,,,,,,,,,,,,
,,,,,,,103,2023,"20,566.00",Inferred,123396,,,,,,,,,,,,
,,,,,,,103,2024,"20,566.00",Inferred,123396,,,,,,,,,,,,
,,,,,,,103,2025,"20,566.00",Inferred,123396,,,,,,,,,,,,
,,,,,,,103,2026,"20,566.00",Inferred,123396,,,,,,,,,,,,
,,,,,,,104,2021,"21,950.00",Inferred,131700,,,,,,,,,,,,
,,,,,,,104,2022,"21,950.00",Inferred,131700,,,,,,,,,,,,
,,,,,,,104,2023,"21,950.00",Inferred,131700,,,,,,,,,,,,
,,,,,,,104,2024,"21,950.00",Inferred,131700,,,,,,,,,,,,
,,,,,,,104,2025,"21,950.00",Inferred,131700,,,,,,,,,,,,
,,,,,,,104,2026,"21,950.00",Inferred,131700,,,,,,,,,,,,
,,,,,,,105,2021,"15,104.00",Calculated,90624,,,,,,,,,,,,
,,,,,,,105,2022,"15,104.00",Inferred,90624,,,,,,,,,,,,
,,,,,,,105,2023,"15,104.00",Inferred,90624,,,,,,,,,,,,
,,,,,,,105,2024,"15,104.00",Inferred,90624,,,,,,,,,,,,
,,,,,,,105,2025,"15,104.00",Inferred,90624,,,,,,,,,,,,
,,,,,,,105,2026,"15,104.00",Inferred,90624,,,,,,,,,,,,
,,,,,,,150,2025,0.00,Calculated,0,,,,,,,,,,,,
,,,,,,,150,2026,0.00,Inferred,0,,,,,,,,,,,,
,,,,,,,153,2025,450.00,Calculated,900,,,,,,,,,,,,
,,,,,,,153,2026,450.00,Inferred,1630,,,,,,,,,,,,
,,,,,,,162,2025,815.00,Calculated,1630,,,,,,,,,,,,
,,,,,,,162,2026,815.00,Inferred,1630,,,,,,,,,,,,
,,,,,,,186,2025,"1,128.00",Calculated,2256,,,,,,,,,,,,
,,,,,,,186,2026,"1,128.00",Inferred,2256,,,,,,,,,,,,
,,,,,,,187,2025,738.00,Calculated,1476,,,,,,,,,,,,
,,,,,,,187,2026,738.00,Inferred,1476,,,,,,,,,,,,
,,,,,,,189,2025,"1,014.00",Calculated,2028,,,,,,,,,,,,
,,,,,,,189,2026,"1,014.00",Inferred,2028,,,,,,,,,,,,
,,,,,,,200,2024,0.00,Calculated,634,,,,,,,,,,,,
,,,,,,,200,2025,0.00,Calculated,634,,,,,,,,,,,,
,,,,,,,200,2026,634.00,Inferred,634,,,,,,,,,,,,
,,,,,,,204,2025,772.00,Calculated,1544,,,,,,,,,,,,
,,,,,,,204,2026,772.00,Inferred,1544,,,,,,,,,,,,
,,,,,,,210,2025,577.00,Calculated,1154,,,,,,,,,,,,
,,,,,,,210,2026,577.00,Inferred,1154,,,,,,,,,,,,
,,,,,,,211,2025,0.00,Calculated,0,,,,,,,,,,,,
,,,,,,,211,2026,0.00,Inferred,0,,,,,,,,,,,,
,,,,,,,214,2025,362.00,Calculated,724,,,,,,,,,,,,
,,,,,,,214,2026,362.00,Inferred,724,,,,,,,,,,,,
,,,,,,,216,2025,176.00,Calculated,352,,,,,,,,,,,,
,,,,,,,216,2026,176.00,Inferred,352,,,,,,,,,,,,
,,,,,,,217,2026,501.00,Inferred,501,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
